mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	diminuendo_line	HairPin:3_decresc.
30	29	30	29a	115/2	115/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	268
30	29	30	29a	117/2	117/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	269								19
31	30	31	30a	59	59	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	270								18
31	30	31	30a	237/4	237/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	271								18
31	30	31	30a	119/2	119/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	272								18
31	30	31	30a	239/4	239/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	273								18
31	30	31	30a	60	60	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	274								18
31	30	31	30a	241/4	241/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	275								18
31	30	31	30a	121/2	121/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	276								18
31	30	31	30a	243/4	243/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	277								18
31	30	31	30a	59	59	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	278								19
31	30	31	30a	119/2	119/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	279								19
31	30	31	30a	60	60	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	280								19
31	30	31	30a	121/2	121/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	281								19
32	31	32	31a	61	61	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	282								18
32	31	32	31a	245/4	245/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	283								18
32	31	32	31a	123/2	123/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	284								18
32	31	32	31a	247/4	247/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	285								18
32	31	32	31a	62	62	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	286								18
32	31	32	31a	249/4	249/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	287								18
32	31	32	31a	125/2	125/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	288								18
32	31	32	31a	251/4	251/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	289								18
32	31	32	31a	61	61	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	290								19
32	31	32	31a	123/2	123/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	291
32	31	32	31a	62	62	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	292								20
33	32	33	32a	63	63	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	293								18
33	32	33	32a	253/4	253/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	294								18
33	32	33	32a	127/2	127/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	295								18
33	32	33	32a	255/4	255/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	296								18
33	32	33	32a	64	64	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	297								18
33	32	33	32a	257/4	257/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	298								18
33	32	33	32a	129/2	129/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	299								18
33	32	33	32a	259/4	259/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	300
33	32	33	32a	63	63	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	301								20
33	32	33	32a	127/2	127/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	302
33	32	33	32a	64	64	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	303		articStaccatoBelow
33	32	33	32a	129/2	129/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	304		articStaccatoBelow
34	33	34	33a	65	65	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	305								21
34	33	34	33a	131/2	131/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	306
34	33	34	33a	265/4	265/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	307
34	33	34	33a	133/2	133/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	308
34	33	34	33a	65	65	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	309								22
34	33	34	33a	131/2	131/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	310
34	33	34	33a	66	66	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	311
35	34	35	34a	67	67	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	312
35	34	35	34a	269/4	269/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	313
35	34	35	34a	135/2	135/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	314
35	34	35	34a	68	68	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	315
35	34	35	34a	273/4	273/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	316
35	34	35	34a	137/2	137/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	317
35	34	35	34a	67	67	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	318
35	34	35	34a	68	68	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	319
36	35	36	35a	69	69	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	320
36	35	36	35a	277/4	277/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	321
36	35	36	35a	139/2	139/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	322
36	35	36	35a	70	70	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	323
36	35	36	35a	281/4	281/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	324
36	35	36	35a	141/2	141/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	325
36	35	36	35a	69	69	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	326
36	35	36	35a	70	70	1.0		1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	327
37	36	37	36a	71	71	0.125		0	0	Chord	2/4	1	1	1/32		1/32	1	328								23
37	36	37	36a	569/8	569/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32		1/32	1	329								23
37	36	37	36a	285/4	285/4	0.125		1/16	1/16	Chord	2/4	1	1	1/32		1/32	1	330								23
37	36	37	36a	571/8	571/8	0.125		3/32	3/32	Chord	2/4	1	1	1/32		1/32	1	331								23
37	36	37	36a	143/2	143/2	0.125		1/8	1/8	Chord	2/4	1	1	1/32		1/32	1	332								23
37	36	37	36a	573/8	573/8	0.125		5/32	5/32	Chord	2/4	1	1	1/32		1/32	1	333								23
37	36	37	36a	287/4	287/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32		1/32	1	334								23
37	36	37	36a	575/8	575/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32		1/32	1	335
37	36	37	36a	72	72	0.125		1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	336								24
37	36	37	36a	577/8	577/8	0.125		9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	337								24
37	36	37	36a	289/4	289/4	0.125		5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	338								24
37	36	37	36a	579/8	579/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	339
37	36	37	36a	145/2	145/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	340								25
37	36	37	36a	291/4	291/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	341
37	36	37	36a	71	71	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	342
37	36	37	36a	145/2	145/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	343		articStaccatoAbove
38	37	38	37a	73	73	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	344								26
38	37	38	37a	293/4	293/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	345
38	37	38	37a	147/2	147/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	346								27
38	37	38	37a	295/4	295/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	347
38	37	38	37a	74	74	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	348								28
38	37	38	37a	297/4	297/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	349
38	37	38	37a	149/2	149/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	350								29
38	37	38	37a	299/4	299/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	351
38	37	38	37a	73	73	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	352		articStaccatoAbove
38	37	38	37a	147/2	147/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	353		articStaccatoAbove
38	37	38	37a	74	74	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	354		articStaccatoAbove
38	37	38	37a	149/2	149/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	355		articStaccatoAbove
39	38	39	38a	75	75	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	356
39	38	39	38a	153/2	153/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	357
39	38	39	38a	75	75	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	358
39	38	39	38a	151/2	151/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	359
39	38	39	38a	153/2	153/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	360		articStaccatoAbove
39	38	39	38a	307/4	307/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	361		articStaccatoAbove
40	39	40	39a	77	77	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	362
40	39	40	39a	155/2	155/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	363
40	39	40	39a	157/2	157/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	364
40	39	40	39a	77	77	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	365		articStaccatoAbove
40	39	40	39a	309/4	309/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	366		articStaccatoAbove
40	39	40	39a	155/2	155/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	367		articStaccatoAbove
40	39	40	39a	311/4	311/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	368		articStaccatoAbove
40	39	40	39a	78	78	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	369		articStaccatoAbove
40	39	40	39a	313/4	313/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	370		articStaccatoAbove
40	39	40	39a	157/2	157/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	371		articStaccatoAbove
40	39	40	39a	315/4	315/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	372		articStaccatoAbove
41	40	41	40a	79	79	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	373
41	40	41	40a	159/2	159/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	374
41	40	41	40a	161/2	161/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	375
41	40	41	40a	79	79	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	376
41	40	41	40a	317/4	317/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	377
41	40	41	40a	159/2	159/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	378
41	40	41	40a	319/4	319/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	379
41	40	41	40a	80	80	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	380
41	40	41	40a	321/4	321/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	381
41	40	41	40a	161/2	161/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	382
41	40	41	40a	323/4	323/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	383
42	41	42	41a	81	81	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	384
42	41	42	41a	163/2	163/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	385
42	41	42	41a	165/2	165/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	386		articStaccatoBelow
42	41	42	41a	331/4	331/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	387		articStaccatoBelow
42	41	42	41a	81	81	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	388
42	41	42	41a	325/4	325/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	389
42	41	42	41a	163/2	163/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	390
42	41	42	41a	327/4	327/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	391
42	41	42	41a	82	82	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	392
42	41	42	41a	329/4	329/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	393
42	41	42	41a	165/2	165/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	394
42	41	42	41a	331/4	331/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	395
43	42	43	42a	83	83	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	396		articStaccatoBelow
43	42	43	42a	167/2	167/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	397
43	42	43	42a	169/2	169/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	398
43	42	43	42a	83	83	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	399
43	42	43	42a	333/4	333/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	400
43	42	43	42a	167/2	167/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	401
43	42	43	42a	335/4	335/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	402
43	42	43	42a	84	84	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	403
43	42	43	42a	337/4	337/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	404
43	42	43	42a	169/2	169/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	405
43	42	43	42a	339/4	339/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	406
44	43	44	43a	85	85	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	407
44	43	44	43a	173/2	173/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	408
44	43	44	43a	85	85	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	409
44	43	44	43a	171/2	171/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	410
44	43	44	43a	343/4	343/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	411
44	43	44	43a	86	86	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	412
44	43	44	43a	345/4	345/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	413
44	43	44	43a	173/2	173/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	414
44	43	44	43a	347/4	347/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	415
45	44	45	44a	87	87	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	416
45	44	45	44a	175/2	175/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	417
45	44	45	44a	177/2	177/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	418
45	44	45	44a	87	87	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	419
45	44	45	44a	349/4	349/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	420
45	44	45	44a	175/2	175/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	421
45	44	45	44a	351/4	351/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	422
45	44	45	44a	88	88	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	423
45	44	45	44a	353/4	353/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	424
45	44	45	44a	177/2	177/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	425
45	44	45	44a	355/4	355/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	426
46	45	46	45a	89	89	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	427
46	45	46	45a	179/2	179/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	428
46	45	46	45a	181/2	181/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	429
46	45	46	45a	89	89	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	430
46	45	46	45a	357/4	357/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	431
46	45	46	45a	179/2	179/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	432
46	45	46	45a	359/4	359/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	433
46	45	46	45a	90	90	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	434
46	45	46	45a	361/4	361/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	435
46	45	46	45a	181/2	181/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	436
46	45	46	45a	363/4	363/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	437
47	46	47	46a	91	91	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	438
47	46	47	46a	183/2	183/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	439
47	46	47	46a	185/2	185/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	440		articStaccatoBelow
47	46	47	46a	371/4	371/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	441		articStaccatoBelow
47	46	47	46a	91	91	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	442
47	46	47	46a	365/4	365/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	443
47	46	47	46a	183/2	183/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	444
47	46	47	46a	367/4	367/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	445
47	46	47	46a	92	92	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	446
47	46	47	46a	369/4	369/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	447
47	46	47	46a	185/2	185/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	448
47	46	47	46a	371/4	371/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	449
48	47	48	47a	93	93	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	450		articStaccatoBelow
48	47	48	47a	373/4	373/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	451		articStaccatoBelow
48	47	48	47a	187/2	187/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	452
48	47	48	47a	189/2	189/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	453								30
48	47	48	47a	93	93	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	454
48	47	48	47a	373/4	373/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	455
48	47	48	47a	187/2	187/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	456
48	47	48	47a	375/4	375/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	457
48	47	48	47a	94	94	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	458
48	47	48	47a	377/4	377/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	459
48	47	48	47a	189/2	189/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	460
48	47	48	47a	379/4	379/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	461
49	48	49	48a	95	95	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	462
49	48	49	48a	96	96	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	463
49	48	49	48a	577/6	577/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	464
49	48	49	48a	289/3	289/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	465
49	48	49	48a	193/2	193/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	466
49	48	49	48a	290/3	290/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	467
49	48	49	48a	581/6	581/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	468
49	48	49	48a	95	95	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	469
49	48	49	48a	381/4	381/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	470
49	48	49	48a	191/2	191/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	471
49	48	49	48a	193/2	193/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	472								31
50	49	50	49a	97	97	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	473
50	49	50	49a	583/6	583/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	474
50	49	50	49a	292/3	292/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	475
50	49	50	49a	195/2	195/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	476
50	49	50	49a	293/3	293/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	477
50	49	50	49a	587/6	587/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	478
50	49	50	49a	98	98	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	479
50	49	50	49a	589/6	589/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	480
50	49	50	49a	295/3	295/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	481
50	49	50	49a	197/2	197/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	482
50	49	50	49a	296/3	296/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	483
50	49	50	49a	593/6	593/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	484
50	49	50	49a	97	97	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	485								31
50	49	50	49a	195/2	195/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	486								31
50	49	50	49a	98	98	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	487								31
50	49	50	49a	197/2	197/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	488								31
50	49	50	49a	97	97	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	489
50	49	50	49a	98	98	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	490
51	50	51	50a	99	99	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	491
51	50	51	50a	100	100	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	492
51	50	51	50a	601/6	601/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	493
51	50	51	50a	301/3	301/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	494
51	50	51	50a	201/2	201/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	495
51	50	51	50a	302/3	302/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	496
51	50	51	50a	605/6	605/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	497
51	50	51	50a	99	99	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	498								31
51	50	51	50a	199/2	199/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	499
51	50	51	50a	201/2	201/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	500								32
51	50	51	50a	99	99	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	501
52	51	52	51a	101	101	0.16666666666666666		0	0	Chord	2/4	1	1	1/24		1/16	2/3	502
52	51	52	51a	607/6	607/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	503
52	51	52	51a	304/3	304/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	504
52	51	52	51a	203/2	203/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	505
52	51	52	51a	305/3	305/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	506
52	51	52	51a	611/6	611/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	507
52	51	52	51a	102	102	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24		1/16	2/3	508
52	51	52	51a	613/6	613/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24		1/16	2/3	509
52	51	52	51a	307/3	307/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24		1/16	2/3	510
52	51	52	51a	205/2	205/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24		1/16	2/3	511
52	51	52	51a	308/3	308/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24		1/16	2/3	512
52	51	52	51a	617/6	617/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24		1/16	2/3	513
52	51	52	51a	101	101	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	514								32
52	51	52	51a	203/2	203/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	515								32
52	51	52	51a	102	102	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	516								32
52	51	52	51a	205/2	205/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	517								32
52	51	52	51a	101	101	1.0		0	0	Chord	2/4	2	2	1/4		1/4	1	518
52	51	52	51a	102	102	1.0		1/4	1/4	Chord	2/4	2	2	1/4		1/4	1	519
53	52	53	52a	103	103	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	520
53	52	53	52a	209/2	209/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	521
53	52	53	52a	103	103	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	522
53	52	53	52a	207/2	207/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	523
53	52	53	52a	415/4	415/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	524
53	52	53	52a	104	104	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	525
53	52	53	52a	417/4	417/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	526
